fecha,close_price,trading_volume,rsi_14,sentiment_score,news_volume
2024-12-03,140.20440673828125,164414000,38.825546181932175,0.0,0.0
2024-12-04,145.08245849609375,231224300,48.54342644348341,0.0,0.0
2024-12-05,145.0124969482422,172621200,47.79775779797478,0.0,0.0
2024-12-06,142.3933563232422,188505600,50.648784531665044,0.0,0.0
2024-12-09,138.76454162597656,189308600,48.24992448215407,0.0,0.0
2024-12-10,135.0257568359375,210020900,32.90275582857325,0.0,0.0
2024-12-11,139.26437377929688,184905200,41.357238104821676,0.0,0.0
2024-12-12,137.29501342773438,159211400,38.111895042081144,0.0,0.0
2024-12-13,134.20602416992188,231514900,39.76512410657593,0.0,0.0
2024-12-16,131.95675659179688,237951100,44.082715624690714,0.0,0.0
2024-12-17,130.3472900390625,259410300,40.57700179056661,0.0,0.0
2024-12-18,128.86778259277344,277444500,40.694502743625975,0.0,0.0
2024-12-19,130.63719177246094,209719200,38.66815949824657,0.0,0.0
2024-12-20,134.65586853027344,306528600,44.702016107620864,0.0,0.0
2024-12-23,139.62423706054688,176053500,49.28065800428661,0.0,0.0
2024-12-24,140.174072265625,105157000,43.182455906413125,0.0,0.0
2024-12-26,139.88417053222656,116205600,42.9202238466512,0.0,0.0
2024-12-27,136.96510314941406,170582600,42.56771548997176,0.0,0.0
2024-12-30,137.4449462890625,167734700,48.02272828144378,0.0,0.0
2024-12-31,134.2460174560547,155659200,48.81243150941618,0.0,0.0
2025-01-02,138.2646942138672,198247200,48.46718632618909,0.0,0.0
2025-01-03,144.4226837158203,229322500,59.68487994647466,0.0,0.0
2025-01-06,149.3810577392578,265377400,69.62256040154715,0.0,0.0
2025-01-07,140.09410095214844,351782200,58.90202824401815,0.0,0.0
2025-01-08,140.06410217285156,227349900,61.010418711327496,0.0,0.0
2025-01-10,135.86549377441406,207602500,57.46906360151006,0.0,0.0
2025-01-13,133.1863555908203,204808900,52.66903753851923,0.0,0.0
2025-01-14,131.71682739257812,195590500,46.74922337913729,0.0,0.0
2025-01-15,136.1953887939453,185217300,46.165920867152174,0.0,0.0
2025-01-16,133.52626037597656,209235600,42.90289925702286,0.0,0.0
2025-01-17,137.66490173339844,201188800,47.810656931208705,0.0,0.0
2025-01-21,140.78387451171875,197749000,53.75247660148478,0.0,0.0
2025-01-22,147.02183532714844,237651400,58.45395608264648,0.0,0.0
2025-01-23,147.17178344726562,155915500,62.05930862383727,0.0,0.0
2025-01-24,142.5732879638672,234657600,53.9767497007174,0.0,0.0
2025-01-27,118.38121032714844,818830900,31.967334705235544,0.0,0.0
2025-01-28,128.94775390625,579666400,36.87051378302476,0.0,0.0
2025-01-29,123.65947723388672,467120600,38.8678264292014,0.0,0.0
2025-01-30,124.60917663574219,392925500,39.66026258421497,0.0,0.0
2025-01-31,120.03067016601562,388161100,39.45967999381559,0.0,0.0
2025-02-03,116.62179565429688,371235700,39.08002305643752,0.0,0.0
2025-02-04,118.61112976074219,256550000,41.419044010998924,0.0,0.0
2025-02-05,124.78912353515625,262230800,42.69432833118084,0.0,0.0
2025-02-06,128.6378631591797,251483600,46.915606694836356,0.0,0.0
2025-02-07,129.79747009277344,228186300,44.84204512687454,0.0,0.0
2025-02-10,133.52626037597656,216989100,45.279591184413036,0.0,0.0
2025-02-11,132.7565155029297,178902400,40.01120796359803,0.0,0.0
2025-02-12,131.0970458984375,160278600,38.97724515865484,0.0,0.0
2025-02-13,135.24566650390625,197430000,44.94411630686831,0.0,0.0
2025-02-14,138.8045196533203,195479600,69.70104777990751,0.0,0.0
